Date,Australia,Brazil,Canada,China,France,Germany,Hong Kong,Italy,India,Israel,Japan,Korea,Mexico,Netherlands,Poland,Russia,Singapore,South Africa,Spain,Sweden,Switzerland,Taiwan,Turkey,UK,USA
29980,11.14,0,9.7,0,0,9.76,31.91,0,0,0,23.25,0,0,6.8,0,0,33.2,0,0,11.09,9.06,0,0,9.28,9.2
30008,10.01,0,9.08,0,0,9.85,27.17,0,0,0,22.32,0,0,6.3,0,0,30.33,0,0,10.78,8.8,0,0,8.77,8.72
30041,9.5,0,8.52,0,0,10.13,24.11,0,0,0,21.24,0,0,6.72,0,0,28.73,0,0,9.97,8.79,0,0,8.92,8.53
30071,10.57,0,8.28,0,0,10.12,25.61,0,0,0,22.06,0,0,7.05,0,0,29.84,0,0,9.44,8.86,0,0,9.02,8.89
30102,10.4,0,8.25,0,0,9.55,27.51,0,0,0,22.1,0,0,6.9,0,0,29.59,0,0,10.08,8.81,0,0,9.26,8.61
30132,9.62,0,7.36,0,0,9.18,24.66,0,0,0,21.64,0,0,6.45,0,0,27.61,0,0,9.62,8.53,0,0,8.88,8.4
30162,9.59,0,7.48,0,0,9.19,22.79,0,0,0,20.73,0,0,6.49,0,0,25.04,0,0,10.73,8.54,0,0,9.01,8.06
30194,10.06,0,8.73,0,0,9.05,20.18,0,0,0,21.29,0,0,6.62,0,0,23.88,0,0,10.68,8.74,0,0,9.28,8.97
30224,10.39,0,8.58,0,0,9.59,17.25,0,0,0,20.83,0,0,6.47,0,0,24.43,0,0,11.53,8.76,0,0,9.81,9.07
30253,10.35,0,9.49,0,0,9.62,14.78,0,0,0,21.59,0,0,6.98,0,0,26.41,0,0,13.01,9.49,0,0,10.12,10.1
30285,9.8,0,9.79,0,0,9.82,12.91,0,0,0,23.08,0,0,6.82,0,0,26.45,0,0,15.23,9.84,0,0,10.12,10.36
30316,9.72,0,10.6,0,0,10.51,14.33,0,0,0,23.9,0,0,7.56,0,0,26.8,0,0,15.89,10.31,0,0,10.26,10.6
30347,10.73,0,10.86,0,0,10.35,16.23,0,0,0,23.28,0,0,7.7,0,0,28.38,0,0,18.29,10.59,0,0,10.72,11.06
30375,9.95,0,11.24,0,0,11.06,18.6,0,0,0,23.44,0,0,7.82,0,0,30.27,0,0,21.08,10.75,0,0,10.76,11.26
30406,10.37,0,11.62,0,0,12.49,17.66,0,0,0,24.72,0,0,8.89,0,0,30.1,0,0,20.42,10.64,0,0,10.91,11.6
30435,11.99,0,12.68,0,0,13.3,16.65,0,0,0,25.16,0,0,9.32,0,0,32.65,0,0,23.25,11.19,0,0,11.85,12.48
30467,12.46,0,13.11,0,0,12.1,14.88,0,0,0,25.65,0,0,9.13,0,0,31.98,0,0,23.59,11.01,0,0,11.84,12.22
30497,12.04,0,13.49,0,0,12.66,15.96,0,0,0,26.21,0,0,10.02,0,0,33.29,0,0,21.34,11.51,0,0,12.45,12.68
30526,13.45,0,13.32,0,0,13.08,17.48,0,0,0,26.52,0,0,10.26,0,0,31.84,0,0,24.31,11.96,0,0,11.88,12.13
30559,13.91,0,13.5,0,0,12.23,15.75,0,0,0,26.85,0,0,10.3,0,0,32.47,0,0,25.16,11.71,0,0,11.96,12.27
30589,14.15,0,13.62,0,0,12.57,12.41,0,0,0,27.58,0,0,9.92,0,0,31.69,0,0,23.17,11.71,0,0,11.86,12.43
30620,13.69,0,12.91,0,0,13.7,14.03,0,0,0,27.25,0,0,9.47,0,0,30.75,0,0,22.09,12.39,0,0,11.63,12.24
30650,14.65,0,14.11,0,0,14.01,12.98,0,0,0,27.27,0,0,9.92,0,0,30.7,0,0,23.4,12.9,0,0,12.24,12.41
30680,14.96,0,14.08,0,0,14.19,13.36,0,0,0,29.15,0,0,10.71,0,0,32.95,0,0,22.31,13.67,0,0,12.43,12.34
30712,14.5,0,13.28,0,0,14.61,17.13,0,0,0,30.78,0,0,12.16,0,0,33.73,0,0,24.15,13.59,0,0,13.29,12.12
30741,13.65,0,13.14,0,0,13.91,16.14,0,0,0,30.29,0,0,11.29,0,0,32.04,0,0,22.12,12.76,0,0,12.95,11.49
30771,14.01,0,13.06,0,0,13.92,15.53,0,0,0,34.2,0,0,10.94,0,0,29.4,0,0,22.05,12.6,0,0,13.6,11.64
30802,14.6,0,12.95,0,0,13.94,14.86,0,0,0,33.96,0,0,10.96,0,0,29.07,0,0,20.5,13.11,0,0,13.86,11.63
30833,12.37,0,12.52,0,0,12.89,13.25,0,0,0,30.61,0,0,10.45,0,0,27.37,0,0,18.64,12.73,0,0,12.56,10.93
30862,12.49,0,12.62,0,0,13.16,13.08,0,0,0,31.21,0,0,10.66,0,0,26.02,0,0,18.72,12.95,0,0,12.85,11.18
30894,13.07,0,11.99,0,0,12.3,11.42,0,0,0,29.6,0,0,10,0,0,26.78,0,0,19.95,12.86,0,0,12.25,10.9
30925,14.06,0,13.74,0,0,13.05,13.38,0,0,0,31.64,0,0,11.34,0,0,26.65,0,0,19.61,13.51,0,0,13.5,12.03
30953,14,0,13.8,0,0,14.05,14.32,0,0,0,31.95,0,0,11.89,0,0,25.41,0,0,18.01,13.62,0,0,13.84,12.04
30986,14.2,0,13.57,0,0,14.51,14.53,0,0,0,33.44,0,0,11.75,0,0,24.04,0,0,17.48,13.8,0,0,14.05,12.03
31016,13.84,0,13.61,0,0,14.6,15.69,0,0,0,33.53,0,0,11.47,0,0,23.06,0,0,16.21,13.75,0,0,14.38,11.81
31047,13.29,0,13.79,0,0,14.8,16.63,0,0,0,35.03,0,0,11.68,0,0,23.35,0,0,16.05,13.99,0,0,15.08,12.06
31078,14.36,0,14.62,0,0,15.43,19.08,0,0,0,34.9,0,0,12.67,0,0,24.2,0,0,17.33,14.92,0,0,15.81,12.93
31106,14.53,0,14.54,0,0,15.61,19.01,0,0,0,36.2,0,0,13.17,0,0,24.12,0,0,16.28,14.1,0,0,15.39,13.02
31135,14.97,0,14.52,0,0,15.72,19.01,0,0,0,37.27,0,0,12.43,0,0,22.85,0,0,15.13,13.66,0,0,15.19,12.95
31167,16.21,0,14.68,0,0,16.3,19.65,0,0,0,35.95,0,0,12.84,0,0,21.96,0,0,15.3,14.15,0,0,15.17,12.77
31198,15.99,0,15.22,0,0,16.99,20.6,0,0,0,37.04,0,0,12.26,0,0,22.85,0,0,14.68,14.72,0,0,15.23,13.52
31226,15.6,0,15.02,0,0,18.06,20.49,0,0,0,38.02,0,0,12.31,0,0,21.91,0,0,14.17,15.81,0,0,14.21,13.75
31259,16.75,0,15.13,0,0,17.06,21.47,0,0,0,35.5,0,0,12.3,0,0,21.29,0,0,14.98,16.16,0,0,14.32,13.41
31289,16.54,0,15.4,0,0,18.69,21.11,0,0,0,36.17,0,0,12.21,0,0,20.26,0,0,15.07,17.07,0,0,15.4,13.27
31320,17.22,0,14.49,0,0,20.09,19.1,0,0,0,35.96,0,0,11.55,0,0,21.24,0,0,14.91,16.22,0,0,14.71,12.82
31351,17.64,0,14.69,0,0,22.49,20.85,0,0,0,36.43,0,0,11.84,0,0,21.26,0,0,15.69,18.08,0,0,15.85,13.34
31380,16.6,0,15.73,0,0,21.97,21.45,0,0,0,34.9,0,0,12.28,0,0,19.28,0,0,17.28,19.49,0,0,16.45,14.18
31412,16.75,0,15.98,0,0,24.57,21.86,0,0,0,36.5,0,0,12.58,0,0,17.14,0,0,18.43,21.28,0,0,16.21,14.82
31443,17.92,0,15.11,0,0,24.77,21.38,0,0,0,35.54,0,0,12.18,0,0,16.95,0,0,18.35,20.18,0,0,16.45,14.68
31471,16.91,0,15.23,0,0,24.08,21.35,0,0,0,36.74,0,0,11.85,0,0,17.41,0,0,18.87,18.67,0,0,17.64,15.68
31502,17.83,0,16.01,0,0,25.85,20.47,0,0,0,43.99,0,0,12.68,0,0,15.72,0,0,20.75,19.69,0,0,18.52,16.55
31532,19.02,0,16.21,0,0,27.24,21.91,0,0,0,43.02,0,0,12.53,0,0,14.99,0,0,22.08,19.72,0,0,18.38,16.34
31562,19.48,0,16.45,0,0,23.46,21.37,0,0,0,44.31,0,0,13.15,0,0,17.17,0,0,22.96,19.62,0,0,17.76,17.19
31593,18.2,0,16.34,0,0,23.09,20.49,0,0,0,45.82,0,0,13.06,0,0,19.93,0,0,23.41,19.53,0,0,18.23,17.43
31624,17.19,0,15.23,0,0,21.51,21.71,0,0,0,48.45,0,0,12.46,0,0,19.87,0,0,23.95,18.06,0,0,16.85,16.23
31653,17.82,0,16.13,0,0,24.78,22.04,0,0,0,53.05,0,0,13.58,0,0,22.24,0,0,24.67,20.04,0,0,17.95,17.41
31685,18.41,0,15.91,0,0,23.38,23.6,0,0,0,53.65,0,0,13,0,0,21.95,0,0,23.68,19.17,0,0,16.81,15.92
31716,19.94,0,16.31,0,0,23.62,26.39,0,0,0,49.59,0,0,12.85,0,0,27.23,0,0,25.07,20.17,0,0,17.52,16.71
31744,19.6,0,16.29,0,0,24.8,26.84,0,0,0,51.98,0,0,13.14,0,0,25.07,0,0,23.62,20.89,0,0,17.57,17.02
31777,20.78,0,16.52,0,0,24.14,28.2,0,0,0,54.68,0,0,13.04,0,0,25.95,0,0,23.5,20.97,0,0,17.93,16.55
31807,20.85,0,17.85,0,0,21.25,28.36,0,0,0,60.44,0,0,12.88,0,0,28.01,0,0,20.53,20.24,0,0,19.39,18.52
31835,22.37,0,18.5,0,0,20.06,31.57,0,0,0,61.32,0,0,12.92,0,0,31.37,0,0,22.5,19.21,0,0,20.92,19.05
31867,22.98,0,19.71,0,0,20.38,29.31,0,0,0,65,0,0,13.8,0,0,29.81,0,0,22.32,19.05,0,0,20.54,19.49
31897,24,0,19.72,0,0,20.51,26.99,0,0,0,72.01,0,0,13.68,0,0,31.71,0,0,23.8,18.53,0,0,20.97,19.15
31926,24.19,0,20.09,0,0,19.5,29.96,0,0,0,72.95,0,0,14.38,0,0,34.93,0,0,22.42,18.31,0,0,22.38,19.16
31958,24.05,0,20.6,0,0,21.03,32.35,0,0,0,68.71,0,0,15.47,0,0,35.75,0,0,22.96,19.6,0,0,23.06,20.17
31989,27.43,0,21.82,0,0,21.79,34.83,0,0,0,67.44,0,0,16.29,0,0,39.5,0,0,24.85,21.27,0,0,23.72,20.95
32020,29.12,0,21.91,0,0,22.41,35.51,0,0,0,72.16,0,0,15.77,0,0,39.26,0,0,25.66,21.24,0,0,22.63,21.72
32050,29.51,0,21.4,0,0,21.91,37.19,0,0,0,70.8,0,0,15.36,0,0,38.4,0,0,25.94,22,0,0,23.76,21.18
32080,17.05,0,16.69,0,0,17,20.96,0,0,0,62.19,0,0,11.86,0,0,22.55,0,0,20.42,16.89,0,0,17.48,16.49
32111,17.47,0,15.6,0,0,14.57,19.85,0,0,0,61.6,0,0,10.31,0,0,22.01,0,0,17.05,15.01,0,0,15.45,15.02
32142,17.57,0,16.61,0,0,14.13,21.18,0,0,0,57.08,0,0,10.72,0,0,23.12,0,0,17.35,14.56,0,0,16.93,16
32171,16.72,0,15.65,0,0,13.17,21.56,0,0,0,62.2,0,0,11.12,0,0,24.82,0,0,19.49,14.7,0,0,17.75,16.39
32202,16.33,0,16.27,0,0,15.45,21.85,0,0,0,67.25,0,0,11.66,0,0,24.25,0,0,19.54,15.79,0,0,17.44,17
32233,18.08,0,16.5,0,0,14.86,22.38,0,0,0,70.16,0,0,11.53,0,0,24.57,0,0,19.64,14.59,0,0,16.7,16.43
32262,18.81,0,16.67,0,0,14.86,21.97,0,0,0,70.74,0,0,11.84,0,0,25.73,0,0,20.04,14.81,0,0,17.02,16.32
32294,20.23,0,16.49,0,0,14.78,21.07,0,0,0,67.08,0,0,11.46,0,0,26.65,0,0,20.49,14.74,0,0,16.63,16.31
32324,19.61,0,17.46,0,0,15.71,22.62,0,0,0,68.69,0,0,12.18,0,0,29.67,0,0,20.25,15.71,0,0,17.03,17.09
32353,20.29,0,16.72,0,0,15.89,22.71,0,0,0,70.31,0,0,12.88,0,0,30.44,0,0,20.98,15.91,0,0,16.8,16.62
32386,19.64,0,16.47,0,0,16.08,19.97,0,0,0,66.82,0,0,12.2,0,0,27.56,0,0,20.33,15.9,0,0,15.92,15.98
32416,18.71,0,16.44,0,0,17.32,19.64,0,0,0,67.65,0,0,12.35,0,0,27.47,0,0,20.81,16.44,0,0,16.36,16.62
32447,18.93,0,16.88,0,0,18.12,20.99,0,0,0,68.52,0,0,12.48,0,0,27.98,0,0,21.58,16.99,0,0,16.67,16.9
32477,17.01,0,15.86,0,0,17.69,21.39,0,0,0,72.07,0,0,12.18,0,0,27.07,0,0,21.19,16.98,0,0,15.86,16.51
